# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu May 16 14:06:35 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag >0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
loc_rowid,pl_name,hostname,default_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
14032,Kepler-1590 b,Kepler-1590,0,7.61760804,0.00004334,-0.00004334,0,0.077200,,,0,255.32,385.13,-76.83,0,1019,,,0,6202.00,159.00,-203.00,0
14033,Kepler-1590 b,Kepler-1590,1,7.61760804,0.00004334,-0.00004334,0,,,,,,,,,,,,,6053.00,122.92,-137.00,0
14034,Kepler-1590 b,Kepler-1590,0,7.61760804,0.00004334,-0.00004334,0,0.077200,,,0,255.32,385.13,-76.83,0,1019,,,0,6202.00,159.00,-203.00,0
14035,Kepler-1590 b,Kepler-1590,0,7.61758198,0.00005452,-0.00005452,0,0.077200,,,0,255.32,238.40,-88.91,0,1020,,,0,6202.00,166.00,-203.00,0
14036,Kepler-1590 b,Kepler-1590,0,7.61758198,0.00005452,-0.00005452,0,,,,0,,,,0,,,,0,6010.00,122.00,-122.00,0
14037,Kepler-1590 b,Kepler-1590,0,7.61764438,0.00007474,-0.00007474,0,,,,,,,,,,,,,6010.00,122.00,-122.00,0
14038,Kepler-1590 b,Kepler-1590,0,7.61760804,0.00004334,-0.00004334,0,0.077200,,,0,255.32,385.13,-76.83,0,1019,,,0,6202.00,159.00,-203.00,0
14039,Kepler-1591 b,Kepler-1591,1,8.18504949,0.00007831,-0.00007831,0,,,,,,,,,,,,,6082.00,168.06,-232.08,0
14040,Kepler-1591 b,Kepler-1591,0,8.18504949,0.00007831,-0.00007831,0,0.079400,,,0,149.41,148.25,-38.66,0,892,,,0,5984.00,150.00,-176.00,0
14041,Kepler-1591 b,Kepler-1591,0,8.18504859,0.00008346,-0.00008346,0,0.079400,,,0,149.41,111.61,-40.49,0,892,,,0,5984.00,149.00,-179.00,0
14042,Kepler-1591 b,Kepler-1591,0,8.18504949,0.00007831,-0.00007831,0,0.079400,,,0,149.41,148.25,-38.66,0,892,,,0,5984.00,150.00,-176.00,0
14043,Kepler-1591 b,Kepler-1591,0,8.18504949,0.00007831,-0.00007831,0,0.079400,,,0,149.41,148.25,-38.66,0,892,,,0,5984.00,150.00,-176.00,0
14044,Kepler-1591 b,Kepler-1591,0,,,,,,,,,439.43,33.59,-30.68,0,,,,,5986.00,210.00,-210.00,0
14045,Kepler-1591 b,Kepler-1591,0,8.18504859,0.00008346,-0.00008346,0,,,,0,,,,0,,,,0,6020.00,122.00,-122.00,0
14046,Kepler-1592 b,Kepler-1592,0,3.05706469,0.00002391,-0.00002391,0,,,,,,,,,,,,,6097.00,122.00,-122.00,0
14047,Kepler-1592 b,Kepler-1592,1,3.05710069,0.00002334,-0.00002334,0,,,,,,,,,,,,,6213.00,223.89,-246.35,0
14048,Kepler-1592 b,Kepler-1592,0,3.05710069,0.00002334,-0.00002334,0,0.040000,,,0,504.87,572.99,-116.94,0,1209,,,0,6020.00,161.00,-168.00,0
14049,Kepler-1592 b,Kepler-1592,0,3.05709820,0.00002163,-0.00002163,0,0.040000,,,0,493.09,370.27,-127.58,0,1202,,,0,6021.00,161.00,-179.00,0
14050,Kepler-1592 b,Kepler-1592,0,3.05710069,0.00002334,-0.00002334,0,0.040000,,,0,504.87,572.99,-116.94,0,1209,,,0,6020.00,161.00,-168.00,0
14051,Kepler-1592 b,Kepler-1592,0,3.05709820,0.00002163,-0.00002163,0,,,,0,,,,0,,,,0,6097.00,122.00,-122.00,0
14052,Kepler-1592 b,Kepler-1592,0,3.05710069,0.00002334,-0.00002334,0,0.040000,,,0,504.87,572.99,-116.94,0,1209,,,0,6020.00,161.00,-168.00,0
14053,Kepler-1592 b,Kepler-1592,0,,,,,,,,,1918.34,180.90,-162.32,0,,,,,6031.00,211.00,-211.00,0
14054,Kepler-1593 b,Kepler-1593,0,174.51072015,0.00000748,-0.00000748,0,,,,,,,,,,,,,4563.00,122.00,-122.00,0
14055,Kepler-1593 b,Kepler-1593,0,174.50850000,0.00290000,-0.00290000,0,0.546000,0.011200,-0.004800,0,0.71,0.11,-0.09,0,260,24,-19,0,4745.00,100.00,-100.00,0
14056,Kepler-1593 b,Kepler-1593,0,,,,,,,,,0.89,0.05,-0.05,0,,,,,4758.00,95.00,-95.00,0
14057,Kepler-1593 b,Kepler-1593,0,174.50983500,0.00185200,-0.00185200,0,0.483900,,,0,0.29,0.09,-0.09,0,187,,,0,4366.00,131.00,-166.00,0
14058,Kepler-1593 b,Kepler-1593,0,174.51027600,0.00214800,-0.00214800,0,,,,0,,,,0,,,,0,4563.00,122.00,-122.00,0
14059,Kepler-1593 b,Kepler-1593,0,174.51027600,0.00214800,-0.00214800,0,0.483600,,,0,0.28,0.09,-0.09,0,186,,,0,4367.00,124.00,-155.00,0
14060,Kepler-1593 b,Kepler-1593,1,174.50983500,0.00185200,-0.00185200,0,,,,,,,,,,,,,4995.00,243.24,-219.42,0
14061,Kepler-1593 b,Kepler-1593,0,174.51160947,0.00056062,-0.00056062,0,,,,,,,,,,,,,4563.00,122.00,-122.00,0
14062,Kepler-1593 b,Kepler-1593,0,174.50983500,0.00185200,-0.00185200,0,0.483900,,,0,0.29,0.09,-0.09,0,187,,,0,4366.00,131.00,-166.00,0
14063,Kepler-1593 b,Kepler-1593,0,174.50983500,0.00185200,-0.00185200,0,0.483900,,,0,0.29,0.09,-0.09,0,187,,,0,4366.00,131.00,-166.00,0
14064,Kepler-1594 b,Kepler-1594,0,2.71603809,0.00001355,-0.00001355,0,0.039100,,,0,877.28,1111.62,-245.90,0,1388,,,0,6191.00,158.00,-200.00,0
14065,Kepler-1594 b,Kepler-1594,0,,,,,,,,,672.41,39.11,-36.76,0,,,,,6010.00,120.00,-120.00,0
14066,Kepler-1594 b,Kepler-1594,0,2.71603809,0.00001355,-0.00001355,0,0.039100,,,0,877.28,1111.62,-245.90,0,1388,,,0,6191.00,158.00,-200.00,0
14067,Kepler-1594 b,Kepler-1594,0,2.71603809,0.00001355,-0.00001355,0,0.039100,,,0,877.28,1111.62,-245.90,0,1388,,,0,6191.00,158.00,-200.00,0
14068,Kepler-1594 b,Kepler-1594,0,2.71603664,0.00001405,-0.00001405,0,,,,0,,,,0,,,,0,5857.00,122.00,-122.00,0
14069,Kepler-1594 b,Kepler-1594,1,2.71603809,0.00001355,-0.00001355,0,,,,,,,,,,,,,5946.00,94.80,-125.41,0
14070,Kepler-1594 b,Kepler-1594,0,2.71603664,0.00001405,-0.00001405,0,0.039600,,,0,807.43,278.79,-137.87,0,1360,,,0,6011.00,72.00,-90.00,0
14071,Kepler-1594 b,Kepler-1594,0,2.71603169,0.00001454,-0.00001454,0,,,,,,,,,,,,,5857.00,122.00,-122.00,0
14072,Kepler-1595 b,Kepler-1595,0,4.56380468,0.00003240,-0.00003240,0,0.051000,,,0,218.18,247.88,-57.73,0,980,,,0,5408.00,172.00,-143.00,0
14073,Kepler-1595 b,Kepler-1595,0,4.56383697,0.00004582,-0.00004582,0,0.051000,,,0,218.18,132.00,-63.03,0,980,,,0,5408.00,160.00,-160.00,0
14074,Kepler-1595 b,Kepler-1595,0,,,,,,,,,185.57,11.80,-11.02,0,,,,,5405.00,189.00,-189.00,0
14075,Kepler-1595 b,Kepler-1595,0,4.56383697,0.00004582,-0.00004582,0,,,,0,,,,0,,,,0,5148.00,122.00,-122.00,0
14076,Kepler-1595 b,Kepler-1595,0,4.56380468,0.00003240,-0.00003240,0,0.051000,,,0,218.18,247.88,-57.73,0,980,,,0,5408.00,172.00,-143.00,0
14077,Kepler-1595 b,Kepler-1595,0,4.56374756,0.00002999,-0.00002999,0,,,,,,,,,,,,,5148.00,122.00,-122.00,0
14078,Kepler-1595 b,Kepler-1595,0,4.56380468,0.00003240,-0.00003240,0,0.051000,,,0,218.18,247.88,-57.73,0,980,,,0,5408.00,172.00,-143.00,0
14079,Kepler-1595 b,Kepler-1595,1,4.56380468,0.00003240,-0.00003240,0,,,,,,,,,,,,,5203.00,61.17,-66.07,0
14080,Kepler-1596 b,Kepler-1596,0,66.37337900,0.00147600,-0.00147600,0,0.322000,,,0,11.68,14.28,-3.28,0,471,,,0,6139.00,158.00,-192.00,0
14081,Kepler-1596 b,Kepler-1596,0,,,,,,,,,33.38,4.90,-4.11,0,,,,,6143.00,215.00,-215.00,0
14082,Kepler-1596 b,Kepler-1596,0,66.37329800,0.00070090,-0.00070090,0,,,,0,,,,0,,,,0,5679.00,122.00,-122.00,0
14083,Kepler-1596 b,Kepler-1596,0,66.37337900,0.00147600,-0.00147600,0,0.322000,,,0,11.68,14.28,-3.28,0,471,,,0,6139.00,158.00,-192.00,0
14084,Kepler-1596 b,Kepler-1596,0,66.37329800,0.00070090,-0.00070090,0,0.323700,,,0,11.59,10.94,-3.51,0,471,,,0,6143.00,164.00,-200.00,0
14085,Kepler-1596 b,Kepler-1596,1,66.37337900,0.00147600,-0.00147600,0,,,,,,,,,,,,,5706.00,76.54,-66.32,0
14086,Kepler-1596 b,Kepler-1596,0,66.36684948,0.00056950,-0.00056950,0,,,,,,,,,,,,,5679.00,122.00,-122.00,0
14087,Kepler-1596 b,Kepler-1596,0,66.36860932,0.00004135,-0.00004135,0,,,,,,,,,,,,,5679.00,122.00,-122.00,0
14088,Kepler-1596 b,Kepler-1596,0,66.37337900,0.00147600,-0.00147600,0,0.322000,,,0,11.68,14.28,-3.28,0,471,,,0,6139.00,158.00,-192.00,0
14089,Kepler-1597 b,Kepler-1597,0,2.94648935,0.00002514,-0.00002514,0,0.042700,,,0,1187.50,921.50,-368.65,0,1497,,,0,6481.00,145.00,-193.00,0
14090,Kepler-1597 b,Kepler-1597,0,2.94652342,0.00002336,-0.00002336,0,,,,,,,,,,,,,6374.00,122.00,-122.00,0
14091,Kepler-1597 b,Kepler-1597,0,,,,,,,,,1431.31,65.17,-62.03,0,,,,,6205.00,124.00,-124.00,0
14092,Kepler-1597 b,Kepler-1597,1,2.94654179,0.00003471,-0.00003471,0,,,,,,,,,,,,,6377.00,131.93,-114.19,0
14093,Kepler-1597 b,Kepler-1597,0,2.94648935,0.00002514,-0.00002514,0,,,,0,,,,0,,,,0,6374.00,122.00,-122.00,0
14094,Kepler-1597 b,Kepler-1597,0,2.94654179,0.00003471,-0.00003471,0,0.042700,,,0,1193.77,1670.14,-394.59,0,1499,,,0,6484.00,155.00,-225.00,0
14095,Kepler-1597 b,Kepler-1597,0,2.94654179,0.00003471,-0.00003471,0,0.042700,,,0,1193.77,1670.14,-394.59,0,1499,,,0,6484.00,155.00,-225.00,0
14096,Kepler-1597 b,Kepler-1597,0,2.94654179,0.00003471,-0.00003471,0,0.042700,,,0,1193.77,1670.14,-394.59,0,1499,,,0,6484.00,155.00,-225.00,0
14097,Kepler-1598 b,Kepler-1598,0,4.34195123,0.00002827,-0.00002827,0,0.052700,,,0,552.70,793.20,-176.16,0,1237,,,0,6164.00,156.00,-203.00,0
14098,Kepler-1598 b,Kepler-1598,0,4.34195123,0.00002827,-0.00002827,0,0.052700,,,0,552.70,793.20,-176.16,0,1237,,,0,6164.00,156.00,-203.00,0
14099,Kepler-1598 b,Kepler-1598,0,4.34198014,0.00003024,-0.00003024,0,,,,,,,,,,,,,5781.61,51.26,-51.26,0
14100,Kepler-1598 b,Kepler-1598,1,4.34195123,0.00002827,-0.00002827,0,,,,,,,,,,,,,5940.00,75.00,-88.75,0
14101,Kepler-1598 b,Kepler-1598,0,4.34195312,0.00003550,-0.00003550,0,0.052700,,,0,552.70,519.44,-197.27,0,1236,,,0,6164.00,165.00,-220.00,0
14102,Kepler-1598 b,Kepler-1598,0,,,,,,,,,308.46,9.23,-8.95,0,,,,,5763.00,115.00,-115.00,0
14103,Kepler-1598 b,Kepler-1598,0,4.34195123,0.00002827,-0.00002827,0,0.052700,,,0,552.70,793.20,-176.16,0,1237,,,0,6164.00,156.00,-203.00,0
14104,Kepler-1598 b,Kepler-1598,0,4.34195312,0.00003550,-0.00003550,0,,,,0,,,,0,,,,0,5781.61,51.26,-51.26,0
14105,Kepler-1599 b,Kepler-1599,0,122.36355300,0.00896800,-0.00896800,0,0.482600,,,0,6.53,7.69,-2.45,0,408,,,0,6003.00,159.00,-187.00,0
14106,Kepler-1599 b,Kepler-1599,0,122.35811600,0.00420200,-0.00420200,0,,,,0,,,,0,,,,0,5737.00,122.00,-122.00,0
14107,Kepler-1599 b,Kepler-1599,0,122.35412342,0.00057455,-0.00057455,0,,,,,,,,,,,,,5737.00,122.00,-122.00,0
14108,Kepler-1599 b,Kepler-1599,0,122.35811600,0.00420200,-0.00420200,0,0.482300,,,0,6.46,5.54,-2.70,0,407,,,0,5998.00,180.00,-180.00,0
14109,Kepler-1599 b,Kepler-1599,0,122.36355300,0.00896800,-0.00896800,0,0.482600,,,0,6.53,7.69,-2.45,0,408,,,0,6003.00,159.00,-187.00,0
14110,Kepler-1599 b,Kepler-1599,0,122.35374922,0.00004667,-0.00004667,0,,,,,,,,,,,,,5737.00,122.00,-122.00,0
14111,Kepler-1599 b,Kepler-1599,0,,,,,,,,,8.20,0.55,-0.51,0,,,,,6000.00,210.00,-210.00,0
14112,Kepler-1599 b,Kepler-1599,0,122.36355300,0.00896800,-0.00896800,0,0.482600,,,0,6.53,7.69,-2.45,0,408,,,0,6003.00,159.00,-187.00,0
14113,Kepler-1599 b,Kepler-1599,1,122.36355300,0.00896800,-0.00896800,0,,,,,,,,,,,,,5767.00,97.64,-125.25,0
14114,Kepler-16 b,Kepler-16,0,226.00000000,1.70000000,-1.70000000,0,0.688000,0.005800,-0.005800,0,,,,,,,,,,,,
14115,Kepler-16 b,Kepler-16,1,228.77600000,0.02000000,-0.03700000,0,0.704800,0.001100,-0.001100,0,,,,,,,,,4450.00,150.00,-150.00,0
14116,Kepler-160 b,Kepler-160,0,4.30938198,0.00000666,-0.00000666,0,0.050600,,,0,390.76,152.15,-112.50,0,1134,,,0,5541.00,74.00,-74.00,0
14117,Kepler-160 b,Kepler-160,1,4.30939700,0.00001300,-0.00001200,0,0.055110,0.001900,-0.003700,0,,,,,,,,,5471.00,115.00,-37.00,0
14118,Kepler-160 b,Kepler-160,0,4.30920108,0.00002667,-0.00002667,0,0.049800,,,0,319.22,402.70,-83.98,0,1078,,,0,5857.00,161.00,-154.00,0
14119,Kepler-160 b,Kepler-160,0,4.30940223,0.00000449,-0.00000449,0,,,,,,,,,,,,,5609.00,122.00,-122.00,0
14120,Kepler-160 b,Kepler-160,0,4.30938198,0.00000666,-0.00000666,0,,,,0,,,,0,,,,0,5609.00,122.00,-122.00,0
14121,Kepler-160 b,Kepler-160,0,,,,,,,,,396.62,16.94,-16.22,0,,,,,5616.00,112.00,-112.00,0
14122,Kepler-160 b,Kepler-160,0,4.30938644,0.00001518,-0.00001518,0,,,,,,,,,,,,,5609.00,122.00,-122.00,0
14123,Kepler-160 b,Kepler-160,0,4.30920108,0.00002667,-0.00002667,0,0.049800,,,0,319.22,402.70,-83.98,0,1078,,,0,5857.00,161.00,-154.00,0
14124,Kepler-160 b,Kepler-160,0,4.30940500,0.00003900,-0.00003900,0,0.052000,,,0,,,,0,1091,,,0,5889.00,90.00,-90.00,0
14125,Kepler-160 b,Kepler-160,0,4.30920108,0.00002667,-0.00002667,0,,,,,,,,,,,,,5711.00,90.00,-100.01,0
14126,Kepler-160 b,Kepler-160,0,4.30942700,0.00001700,-0.00001700,0,0.050000,,,0,,,,,,,,,5857.00,200.00,-200.00,0
14127,Kepler-160 b,Kepler-160,0,4.30920108,0.00002667,-0.00002667,0,0.049800,,,0,319.22,402.70,-83.98,0,1078,,,0,5857.00,161.00,-154.00,0
14128,Kepler-160 c,Kepler-160,0,13.69908700,0.00003100,-0.00003100,0,0.109000,,,0,,,,,,,,,5857.00,200.00,-200.00,0
14129,Kepler-160 c,Kepler-160,0,13.69941722,0.00001552,-0.00001552,0,,,,,,,,,,,,,5711.00,90.00,-100.01,0
14130,Kepler-160 c,Kepler-160,0,13.69941722,0.00001552,-0.00001552,0,0.107700,,,0,68.25,86.10,-17.95,0,733,,,0,5857.00,161.00,-154.00,0
14131,Kepler-160 c,Kepler-160,0,13.69913800,0.00005000,-0.00005000,0,0.112000,,,0,,,,0,743,,,0,5889.00,90.00,-90.00,0
14132,Kepler-160 c,Kepler-160,0,13.69942266,0.00001439,-0.00001439,0,0.109400,,,0,83.60,32.54,-24.07,0,771,,,0,5541.00,74.00,-74.00,0
14133,Kepler-160 c,Kepler-160,0,,,,,,,,,84.85,3.62,-3.47,0,,,,,5616.00,112.00,-112.00,0
14134,Kepler-160 c,Kepler-160,0,13.69944373,0.00000285,-0.00000285,0,,,,,,,,,,,,,5609.00,122.00,-122.00,0
14135,Kepler-160 c,Kepler-160,0,13.69941722,0.00001552,-0.00001552,0,0.107700,,,0,68.25,86.10,-17.95,0,733,,,0,5857.00,161.00,-154.00,0
14136,Kepler-160 c,Kepler-160,0,13.69942266,0.00001439,-0.00001439,0,,,,0,,,,0,,,,0,5609.00,122.00,-122.00,0
14137,Kepler-160 c,Kepler-160,1,13.69942900,0.00001800,-0.00001800,0,0.119200,0.004000,-0.008000,0,,,,,,,,,5471.00,115.00,-37.00,0
14138,Kepler-160 c,Kepler-160,0,13.69941722,0.00001552,-0.00001552,0,0.107700,,,0,68.25,86.10,-17.95,0,733,,,0,5857.00,161.00,-154.00,0
14139,Kepler-160 d,Kepler-160,1,30.00000000,20.00000000,-23.00000000,0,0.170000,0.100000,-0.110000,0,,,,,,,,,5471.00,115.00,-37.00,0
14140,Kepler-1600 b,Kepler-1600,0,386.37054800,0.00859100,-0.00859100,0,1.014400,,,0,0.47,0.46,-0.11,0,211,,,0,5303.00,191.00,-163.00,0
14141,Kepler-1600 b,Kepler-1600,1,386.37054800,0.00859100,-0.00859100,0,,,,,,,,,,,,,5214.00,66.69,-91.43,0
14142,Kepler-1600 b,Kepler-1600,0,386.37051200,0.00825500,-0.00825500,0,0.971200,,,0,0.45,0.09,-0.08,0,209,,,0,5119.00,82.00,-82.00,0
14143,Kepler-1600 b,Kepler-1600,0,386.37051200,0.00825500,-0.00825500,0,,,,0,,,,0,,,,0,5102.00,25.00,-25.00,0
14144,Kepler-1600 b,Kepler-1600,0,386.37054800,0.00859100,-0.00859100,0,1.014400,,,0,0.47,0.46,-0.11,0,211,,,0,5303.00,191.00,-163.00,0
14145,Kepler-1600 b,Kepler-1600,0,,,,,,,,,0.46,0.04,-0.04,0,,,,,5090.00,102.00,-102.00,0
14146,Kepler-1600 c,Kepler-1600,1,7.29804993,,,0,,,,,,,,,,,,,5119.00,82.00,-82.00,0
14147,Kepler-1600 c,Kepler-1600,0,7.29814580,0.00006122,-0.00006122,0,0.071900,,,0,93.86,90.79,-21.66,0,794,,,0,5303.00,191.00,-163.00,0
14148,Kepler-1600 c,Kepler-1600,0,7.29814200,0.00005423,-0.00005423,0,0.068900,,,0,90.04,17.03,-15.83,0,786,,,0,5119.00,82.00,-82.00,0
14149,Kepler-1600 c,Kepler-1600,0,7.29814580,0.00006122,-0.00006122,0,0.071900,,,0,93.86,90.79,-21.66,0,794,,,0,5303.00,191.00,-163.00,0
14150,Kepler-1600 c,Kepler-1600,0,7.29814200,0.00005423,-0.00005423,0,,,,0,,,,0,,,,0,5102.00,25.00,-25.00,0
14151,Kepler-1600 c,Kepler-1600,0,7.29814580,0.00006122,-0.00006122,0,0.071900,,,0,93.86,90.79,-21.66,0,794,,,0,5303.00,191.00,-163.00,0
14152,Kepler-1601 b,Kepler-1601,0,2.20921951,0.00001510,-0.00001510,0,0.033600,,,0,1217.79,1545.50,-404.18,0,1507,,,0,5991.00,157.00,-190.00,0
14153,Kepler-1601 b,Kepler-1601,0,2.20921951,0.00001510,-0.00001510,0,0.033600,,,0,1217.79,1545.50,-404.18,0,1507,,,0,5991.00,157.00,-190.00,0
14154,Kepler-1601 b,Kepler-1601,0,2.20923119,0.00001472,-0.00001472,0,,,,0,,,,0,,,,0,5920.00,122.00,-122.00,0
14155,Kepler-1601 b,Kepler-1601,0,2.20923119,0.00001472,-0.00001472,0,0.033600,,,0,1217.79,1081.31,-429.48,0,1507,,,0,5991.00,163.00,-199.00,0
14156,Kepler-1601 b,Kepler-1601,0,2.20921799,0.00001394,-0.00001394,0,,,,,,,,,,,,,5920.00,122.00,-122.00,0
14157,Kepler-1601 b,Kepler-1601,1,2.20921951,0.00001510,-0.00001510,0,,,,,,,,,,,,,5869.00,90.84,-118.62,0
14158,Kepler-1601 b,Kepler-1601,0,,,,,,,,,999.75,28.76,-27.76,0,,,,,5752.00,115.00,-115.00,0
14159,Kepler-1601 b,Kepler-1601,0,2.20921951,0.00001510,-0.00001510,0,0.033600,,,0,1217.79,1545.50,-404.18,0,1507,,,0,5991.00,157.00,-190.00,0
14160,Kepler-1602 b,Kepler-1602,0,11.17938495,0.00008598,-0.00008598,0,,,,,,,,,,,,,6161.41,126.59,-102.56,0
14161,Kepler-1602 b,Kepler-1602,0,11.17931605,0.00007504,-0.00007504,0,0.100800,,,0,143.60,180.93,-36.04,0,883,,,0,6258.00,157.00,-177.00,0
14162,Kepler-1602 b,Kepler-1602,0,,,,,,,,,124.51,3.31,-3.22,0,,,,,6044.00,121.00,-121.00,0
14163,Kepler-1602 b,Kepler-1602,1,11.17931605,0.00007504,-0.00007504,0,,,,,,,,,,,,,6296.00,217.69,-152.70,0
14164,Kepler-1602 b,Kepler-1602,0,11.17931581,0.00009722,-0.00009722,0,0.107400,,,0,426.61,263.36,-244.28,0,1159,,,0,6292.00,169.00,-169.00,0
14165,Kepler-1602 b,Kepler-1602,0,11.17931605,0.00007504,-0.00007504,0,0.100800,,,0,143.60,180.93,-36.04,0,883,,,0,6258.00,157.00,-177.00,0
14166,Kepler-1602 b,Kepler-1602,0,11.17931581,0.00009722,-0.00009722,0,,,,0,,,,0,,,,0,6161.41,126.59,-102.56,0
14167,Kepler-1602 b,Kepler-1602,0,11.17931605,0.00007504,-0.00007504,0,0.100800,,,0,143.60,180.93,-36.04,0,883,,,0,6258.00,157.00,-177.00,0
14168,Kepler-1603 b,Kepler-1603,0,2.27163926,0.00002336,-0.00002336,0,0.034700,,,0,1410.56,2243.58,-451.56,0,1563,,,0,6276.00,169.00,-228.00,0
14169,Kepler-1603 b,Kepler-1603,0,2.27164952,0.00002105,-0.00002105,0,,,,0,,,,0,,,,0,5974.00,122.00,-122.00,0
14170,Kepler-1603 b,Kepler-1603,0,2.27163926,0.00002336,-0.00002336,0,0.034700,,,0,1410.56,2243.58,-451.56,0,1563,,,0,6276.00,169.00,-228.00,0
14171,Kepler-1603 b,Kepler-1603,1,2.27163926,0.00002336,-0.00002336,0,,,,,,,,,,,,,6241.00,116.66,-168.54,0
14172,Kepler-1603 b,Kepler-1603,0,,,,,,,,,4852.41,944.74,-746.32,0,,,,,6284.00,220.00,-220.00,0
14173,Kepler-1603 b,Kepler-1603,0,2.27164952,0.00002105,-0.00002105,0,0.035100,,,0,1269.46,1273.29,-414.95,0,1522,,,0,6274.00,174.00,-240.00,0
14174,Kepler-1603 b,Kepler-1603,0,2.27164761,0.00001934,-0.00001934,0,,,,,,,,,,,,,5974.00,122.00,-122.00,0
14175,Kepler-1603 b,Kepler-1603,0,2.27163926,0.00002336,-0.00002336,0,0.034700,,,0,1410.56,2243.58,-451.56,0,1563,,,0,6276.00,169.00,-228.00,0
14176,Kepler-1604 b,Kepler-1604,0,0.34184202,0.00000023,-0.00000023,0,,,,0,,,,0,,,,0,4832.00,122.00,-122.00,0
14177,Kepler-1604 b,Kepler-1604,0,0.68368426,0.00000063,-0.00000063,0,0.014200,,,0,1594.40,774.56,-363.00,0,1612,,,0,5017.00,160.00,-132.00,0
14178,Kepler-1604 b,Kepler-1604,0,0.68368426,0.00000063,-0.00000063,0,0.014200,,,0,1594.40,774.56,-363.00,0,1612,,,0,5017.00,160.00,-132.00,0
14179,Kepler-1604 b,Kepler-1604,0,0.34184202,0.00000023,-0.00000023,0,0.008900,,,0,3991.16,1597.04,-949.26,0,2023,,,0,5016.00,151.00,-136.00,0
14180,Kepler-1604 b,Kepler-1604,1,0.68368426,0.00000063,-0.00000063,0,,,,,,,,,,,,,4976.00,49.62,-51.36,0
14181,Kepler-1604 b,Kepler-1604,0,0.68368426,0.00000063,-0.00000063,0,0.014200,,,0,1594.40,774.56,-363.00,0,1612,,,0,5017.00,160.00,-132.00,0
14182,Kepler-1604 b,Kepler-1604,0,,,,,,,,,3567.57,120.23,-115.61,0,,,,,4884.00,98.00,-98.00,0
14183,Kepler-1605 b,Kepler-1605,0,85.75632494,0.00000848,-0.00000848,0,,,,,,,,,,,,,5117.19,96.99,-96.99,0
14184,Kepler-1605 b,Kepler-1605,0,85.75665076,0.00039548,-0.00039548,0,,,,,,,,,,,,,5117.19,96.99,-96.99,0
14185,Kepler-1605 b,Kepler-1605,0,85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,62.11,69.90,-50.10,0,716,,,0,5447.00,168.00,-215.00,0
14186,Kepler-1605 b,Kepler-1605,0,85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,62.11,69.90,-50.10,0,716,,,0,5447.00,168.00,-215.00,0
14187,Kepler-1605 b,Kepler-1605,0,,,,,,,,,16.73,0.44,-0.43,0,,,,,5087.00,102.00,-102.00,0
14188,Kepler-1605 b,Kepler-1605,1,85.75654950,0.00061610,-0.00061610,0,,,,,,,,,,,,,5280.00,56.11,-59.11,0
14189,Kepler-1605 b,Kepler-1605,0,85.75654950,0.00061610,-0.00061610,0,0.450600,,,0,62.11,69.90,-50.10,0,716,,,0,5447.00,168.00,-215.00,0
14190,Kepler-1605 b,Kepler-1605,0,85.75679190,0.00059650,-0.00059650,0,,,,0,,,,0,,,,0,5117.19,96.99,-96.99,0
14191,Kepler-1605 b,Kepler-1605,0,85.75679190,0.00059650,-0.00059650,0,0.391200,,,0,18.44,13.35,-5.93,0,528,,,0,5037.00,70.00,-81.00,0
